No.,Tweet ID
995,[['1451943983911931906']]
996,[['1452042330639409157']]
997,[['1451456699588661257']]
998,[['1351885204009353216']]
999,[['1452575366892167173']]
1000,[['1390650585259692037']]
1001,[['1351053297357090820']]
1002,[['1352251668293935105']]
1003,[['1350461318990450689']]
1004,[['1350192848034009089']]
1005,[['1350651278360244228']]
1006,[['1351009088013008898']]
1007,[['1452556209127665668']]
1008,[['1350003696529252352']]
1009,[['1351232158778728449']]
1010,[['1451804547379302403']]
1011,[['1452109759382003712']]
1012,[['1352339631040327681']]
1013,[['1351476258677395456']]
1014,[['1350135818095108096']]
1015,[['1350484846200705024']]
1016,[['1351241677785149440']]
1017,[['1391062532928978951']]
1018,[['1350947798959742977']]
1019,[['1451242188336140291']]
1020,[['1391786550892056577']]
1021,[['1350054506160148481']]
1022,[['1389893443619545092']]
1023,[['1350764411561111557']]
1024,[['1451084397252390917']]
1025,[['1350126271993442304']]
1026,[['1350505991700406273']]
1027,[['1350275422697775104']]
1028,[['1389497538433191937']]
1029,[['1390647181795856384']]
1030,[['1389459189337100291']]
1031,[['1389667042794647554']]
1032,[['1391779038956564482']]
1033,[['1451973254869049351']]
1034,[['1389990087740563459']]
1035,[['1450460802675355653']]
1036,[['1450755480901636103']]
1037,[['1352242779515211776']]
1038,[['1352202734951428097']]
1039,[['1452643628271161344']]
1040,[['1451258232152936458']]
1041,[['1389686001568714753']]
1042,[['1451009822703378434']]
1043,[['1352282621024362502']]
1044,[['1451266912294522883']]
1045,[['1450352347989872642']]
1046,[['1451189624873750531']]
1047,[['1451798565370597376']]
1048,[['1389749626589306881']]
1049,[['1350019949641801730']]
1050,[['1389760271460229123']]
1051,[['1450714670545862661']]
1052,[['1350151277376921600']]
1053,[['1350186745929854976']]
1054,[['1390932669790310401']]
1055,[['1350477278254424064']]
1056,[['1450855917344509954']]
1057,[['1451047599201476609']]
1058,[['1452656567829020684']]
1059,[['1390691868451672067']]
1060,[['1389986220554473485']]
1061,[['1390034257440018434']]
1062,[['1451901549266018305']]
1063,[['1351242740194013187']]
1064,[['1242896637711785986']]
1065,[['1352223551026311173']]
1066,[['1452559530802417673']]
1067,[['1242037275552362497']]
1068,[['1350909716894003202']]
1069,[['1390209253336653826']]
1070,[['1389559515457232896']]
1071,[['1452750899814838272']]
1072,[['1389459589536665602']]
1073,[['1352322571031646208']]
1074,[['1450697499967115268']]
1075,[['1351247357413879812']]
1076,[['1450710042685083649']]
1077,[['1391288045694070784']]
1078,[['1390382826852339716']]
1079,[['1389889733283680264']]
1080,[['1452659292151205888']]
1081,[['1350068141804691456']]
1082,[['1351262039474397185']]
1083,[['1452578874781573123']]
1084,[['1389958060446162944']]
1085,[['1391040707675238404']]
1086,[['1351564459391787008']]
1087,[['1351167461635272709']]
1088,[['1389887696714276867']]
1089,[['1452510871687680000']]
1090,[['1350412310788116480']]
1091,[['1450769104953094153']]
1092,[['1391811613355827208']]
1093,[['1243066851342594053']]
1094,[['1391727092446994432']]
1095,[['1450520366103805952']]
1096,[['1389572018476142592']]
1097,[['1391639415093698560']]
1098,[['1389509251509391362']]
1099,[['1351927278268260353']]
1100,[['1452608313376575489']]
1101,[['1450779623130898440']]
1102,[['1350203006629896192']]
1103,[['1351131595445575685']]
1104,[['1350128604097744898']]
1105,[['1452347422919770114']]
1106,[['1351256797231919105']]
1107,[['1391051894634713089']]
1108,[['1450402786785566728']]
1109,[['1452546536227868676']]
1110,[['1390895508831490053']]
1111,[['1451982565917839369']]
1112,[['1350434310386569216']]
1113,[['1450611488595513354']]
1114,[['1451785831761563648']]
1115,[['1242926809899040771']]
1116,[['1451558684497260548']]
1117,[['1450434692956688389']]
1118,[['1451487434504609792']]
1119,[['1352181057253220352']]
1120,[['1352194635070902273']]
1121,[['1351898613224534017']]
1122,[['1350434132644474881']]
1123,[['1390631956161998850']]
1124,[['1242897563830947841']]
1125,[['1450430714755883008']]
1126,[['1350051154676375554']]
1127,[['1350390286447476736']]
1128,[['1350028469577654272']]
1129,[['1451857566552805378']]
1130,[['1390184820492353539']]
1131,[['1451961004028424193']]
1132,[['1452200368235028489']]
1133,[['1451629359362629641']]
1134,[['1390610909207334915']]
1135,[['1390613228485496835']]
1136,[['1351844268927823878']]
1137,[['1450932373688827905']]
1138,[['1390717398869856257']]
1139,[['1389539234269253635']]
1140,[['1451858940631916544']]
1141,[['1450455595379736579']]
1142,[['1450449069420253187']]
1143,[['1450833838922424329']]
1144,[['1451568185409474562']]
1145,[['1391304090345517058']]
1146,[['1451331516240433152']]
1147,[['1450389790466187264']]
1148,[['1351538799059349506']]
1149,[['1351814844224307200']]
1150,[['1350417878575669248']]
1151,[['1391770444345364480']]
1152,[['1350547208521867264']]
1153,[['1391386603470442498']]
1154,[['1351538035775692804']]
1155,[['1351601922793463811']]
1156,[['1451662345927806977']]
1157,[['1389650767884263428']]
1158,[['1451075786774036482']]
1159,[['1450405613473878016']]
1160,[['1390879578692988929']]
1161,[['1452180942676705286']]
1162,[['1351073478410174464']]
1163,[['1389467000876019714']]
1164,[['1390591011764703235']]
1165,[['1350896474209595396']]
1166,[['1242924240044732419']]
1167,[['1391404720292573185']]
1168,[['1450840296447741958']]
1169,[['1451201810132201486']]
1170,[['1450616351756898310']]
1171,[['1389615589132578826']]
1172,[['1450895516204781574']]
1173,[['1451818177030148100']]
1174,[['1389561120571248646']]
1175,[['1352161516439658496']]
1176,[['1451601011261382663']]
1177,[['1351098122697666562']]
1178,[['1452403932077215747']]
1179,[['1390938032262586369']]
1180,[['1451810835316285443']]
1181,[['1450818053222977539']]
1182,[['1350735848040509444']]
1183,[['1451303768272822273']]
1184,[['1351270645607387141']]
1185,[['1452209697906466816']]
1186,[['1350854224016453633']]
1187,[['1352274156251979778']]
1188,[['1390966770656235524']]
1189,[['1351119731139473414']]
1190,[['1351864677484158977']]
1191,[['1450396910485966848']]
1192,[['1351063486537850880']]
1193,[['1451561012289839113']]
1194,[['1451009182858153987']]
1195,[['1450815084192669697']]
1196,[['1451449507447590918']]
1197,[['1350171285284925442']]
1198,[['1352206060321443841']]
1199,[['1390333953773613056']]
1200,[['1351061273220427782']]
1201,[['1389904645066272772']]
1202,[['1391739317433810947']]
1203,[['1350170768404000770']]
1204,[['1351197054849179656']]
1205,[['1351923233730289665']]
1206,[['1351912884524048388']]
1207,[['1391805316250099717']]
1208,[['1350456321074720769']]
1209,[['1351294533213040642']]
1210,[['1450714818097393667']]
1211,[['1450419419667181579']]
1212,[['1451660874381398017']]
1213,[['1350843693352300550']]
1214,[['1390776459816484864']]
1215,[['1450847780063285250']]
1216,[['1351852446742700034']]
1217,[['1352360536999141383']]
1218,[['1351874319652106240']]
1219,[['1350080767137894402']]
1220,[['1350184093221343234']]
1221,[['1452533024512360452']]
1222,[['1451152246520090625']]
1223,[['1352199784489222145']]
1224,[['1450441744907001858']]
1225,[['1451603771205824517']]
1226,[['1390614153744769031']]
1227,[['1350399032313720833']]
1228,[['1450333078384222214']]
1229,[['1450762877959348225']]
1230,[['1351844254914650112']]
1231,[['1243264165378211841']]
1232,[['1350127237052461065']]
1233,[['1451908834218364929']]
1234,[['1391275567333396487']]
1235,[['1351771032491855872']]
1236,[['1451144110056820739']]
1237,[['1351821659062345729']]
1238,[['1452560949517357063']]
1239,[['1451818855089704967']]
1240,[['1351090206523461634']]
1241,[['1451530811623280640']]
1242,[['1390683629106388995']]
1243,[['1350319428425150464']]
1244,[['1351106349170569218']]
1245,[['1351516711938359298']]
1246,[['1452658842001621002']]
1247,[['1452308754494525455']]
1248,[['1390330781051113477']]
1249,[['1350455038993432578']]
1250,[['1452291940406513671']]
1251,[['1350678874758107136']]
1252,[['1450716121154326535']]
1253,[['1351087677563695104']]
1254,[['1452323135295008779']]
1255,[['1390605079317782528']]
1256,[['1391277540266872835']]
1257,[['1390639216225308674']]
1258,[['1242897633863249921']]
1259,[['1451667011046678529']]
1260,[['1351800281978318848']]
1261,[['1452196952993673217']]
1262,[['1391744681923522563']]
1263,[['1352155088782032897']]
1264,[['1390567465772593153']]
1265,[['1350140832335200257']]
1266,[['1390733977187717122']]
1267,[['1451866257280495616']]
1268,[['1451438415807983629']]
1269,[['1391380494315663363']]
1270,[['1452599334474633226']]
1271,[['1389594412641136645']]
1272,[['1389645690356256771']]
1273,[['1352198578303852546']]
1274,[['1242879006963269634']]
1275,[['1391096943506567174']]
1276,[['1351272881326579712']]
1277,[['1351441524228194306']]
1278,[['1351197880065912832']]
1279,[['1391798659776450561']]
1280,[['1351448192521531392']]
1281,[['1352207787233861637']]
1282,[['1451403957637582848']]
1283,[['1451866165974867968']]
1284,[['1452528625400500230']]
1285,[['1351974958042378243']]
1286,[['1390966988391034883']]
1287,[['1391663188979056644']]
1288,[['1451662369457852418']]
1289,[['1350434334306684928']]
1290,[['1352356746602405890']]
1291,[['1350833256388812801']]
1292,[['1452541188477702144']]
1293,[['1451246666317713417']]
1294,[['1350009133580349440']]
1295,[['1391397364657700868']]
1296,[['1350748296348901378']]
1297,[['1390021196058660870']]
1298,[['1391246459878756352']]
1299,[['1391849589762887680']]
